query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	database
WP_052108453.1	AF-A0A2P6CEX3-F1-model_v6	0.674	123	40	0	1	123	1	123	6.637e-12	529	uniprot
WP_101450313.1	AF-A0A2N3TE88-F1-model_v6	1.0	119	0	0	1	119	1	119	4.641e-11	529	uniprot
WP_011710637.1	AF-A0A316EGW1-F1-model_v6	0.534	116	54	0	2	117	12	127	1.222e-12	529	uniprot
WP_011709072.1	AF-A0A1L7I9D3-F1-model_v6	0.768	135	31	0	11	143	13	147	1.951e-10	528	uniprot
WP_026753834.1	AF-A0A537JVZ8-F1-model_v6	0.561	130	57	0	1	130	1	130	8.69e-10	528	uniprot
WP_157717339.1	AF-A0A1H1KVK4-F1-model_v6	1.0	121	0	0	2	122	1	121	1.037e-10	528	uniprot
WP_091893885.1	AF-A0A3L9M045-F1-model_v6	0.603	179	71	0	1	179	1	179	2.311e-12	527	uniprot
WP_089662182.1	AF-A0A9X1RW68-F1-model_v6	0.67	155	50	0	1	155	1	154	1.174e-11	527	uniprot
WP_231962681.1	AF-A0A1Y0MWC2-F1-model_v6	0.395	127	76	0	3	129	22	148	9.326e-10	527	uniprot
WP_144726434.1	AF-A0A090VWS7-F1-model_v6	0.908	120	11	0	1	120	1	120	7.25e-14	527	uniprot
WP_041250039.1	AF-A0A9X2KYR9-F1-model_v6	0.578	114	47	0	8	121	7	119	3.273e-11	527	uniprot
WP_144960004.1	AF-I3C4Y6-F1-model_v6	0.688	90	28	0	1	90	1	90	3.637e-12	527	uniprot
WP_026755259.1	AF-A0A2K8X3B1-F1-model_v6	0.414	135	79	0	1	135	1	135	7.988e-12	526	uniprot
WP_091897172.1	AF-H2BY29-F1-model_v6	0.629	124	46	0	1	124	1	124	1.862e-09	526	uniprot
WP_052108599.1	AF-A0A1B8U6X0-F1-model_v6	0.81	116	22	0	1	116	1	116	1.564e-10	526	uniprot
WP_144963089.1	AF-A0A5C8L6C2-F1-model_v6	0.642	98	34	0	1	98	1	97	2.832e-11	526	uniprot
WP_036823729.1	AF-A0A1L3JKT1-F1-model_v6	0.702	178	53	0	1	178	1	178	1.009e-11	525	uniprot
WP_148304623.1	AF-A0A084TLW3-F1-model_v6	0.691	149	46	0	1	149	1	149	9.321e-10	525	uniprot
WP_036825107.1	AF-A0A1Y0MZG7-F1-model_v6	0.743	148	38	0	1	148	1	148	3.921e-10	525	uniprot
WP_089662541.1	AF-A0A1G5ZFM4-F1-model_v6	0.671	131	43	0	1	131	5	135	6.857e-10	525	uniprot
WP_101446849.1	AF-A0A2N3T482-F1-model_v6	1.0	114	0	0	1	114	1	114	1.532e-11	525	uniprot
WP_144963310.1	AF-G0L0Q9-F1-model_v6	0.633	101	37	0	1	101	13	113	9.64e-13	525	uniprot
WP_091892638.1	AF-M4X4B0-F1-model_v6	0.527	146	68	0	1	146	1	145	4.493e-11	524	uniprot
WP_038529729.1	AF-A0A3B9R6U7-F1-model_v6	0.589	134	55	0	4	137	6	139	2.695e-11	524	uniprot
WP_101445422.1	AF-A0A6M0CGN7-F1-model_v6	0.72	111	31	0	1	111	1	111	6.383e-12	524	uniprot
WP_091892091.1	AF-A0A8J7LNF7-F1-model_v6	0.603	174	67	0	1	171	1	174	1.477e-11	523	uniprot
WP_144963586.1	AF-A0A9X2KXS0-F1-model_v6	0.6	140	56	0	1	140	1	140	2.901e-12	523	uniprot
WP_144724831.1	AF-A0AAE3EP03-F1-model_v6	0.637	137	48	0	1	137	1	133	1.996e-12	523	uniprot
WP_144961949.1	AF-A0A5C6ZVA0-F1-model_v6	0.728	129	35	0	8	136	8	136	2.086e-10	523	uniprot
WP_091893025.1	AF-A0A7Y6ZIU2-F1-model_v6	0.859	107	15	0	1	107	1	107	1.776e-10	523	uniprot
WP_038527554.1	AF-T2KIW3-F1-model_v6	1.0	88	0	0	56	143	4	91	2.98e-12	523	uniprot
WP_232501930.1	AF-A0A8J6U9X9-F1-model_v6	0.445	155	85	0	6	160	1	154	4.579e-11	522	uniprot
WP_041250161.1	AF-A0A1H1S366-F1-model_v6	0.672	125	41	0	1	125	1	125	5.367e-11	522	uniprot
WP_089660832.1	AF-A0A1H1KS93-F1-model_v6	0.922	124	10	0	1	124	1	124	2.198e-11	522	uniprot
WP_038529155.1	AF-A0A2K1DYB1-F1-model_v6	0.755	90	22	0	1	90	1	90	1.978e-12	522	uniprot
WP_026755455.1	AF-T2KPT5-F1-model_v6	0.584	181	74	0	1	178	1	181	2.389e-10	521	uniprot
WP_036823929.1	AF-A0A9X1VP92-F1-model_v6	0.587	131	52	0	1	131	4	131	3.095e-10	521	uniprot
WP_101449186.1	AF-A0A1H7XF59-F1-model_v6	0.582	103	43	0	16	118	15	117	9.674e-11	521	uniprot
WP_091894312.1	AF-A0A1H1SME7-F1-model_v6	0.63	100	37	0	1	100	1	100	9.901e-11	521	uniprot
WP_231481190.1	AF-A0A1G7LWK0-F1-model_v6	0.793	131	27	0	1	131	16	146	1.59e-12	520	uniprot
WP_188619041.1	AF-A0M201-F1-model_v6	1.0	114	0	0	1	114	34	147	5.453e-12	520	uniprot
WP_038531591.1	AF-A0A0X7BCL2-F1-model_v6	0.539	113	50	0	1	109	1	113	1.075e-11	520	uniprot
WP_026933407.1	AF-A0A9X1V2Z2-F1-model_v6	0.798	109	22	0	1	109	1	109	1.192e-12	520	uniprot
WP_038529453.1	AF-A0A1M6M510-F1-model_v6	0.552	163	72	0	7	169	2	163	1.509e-09	519	uniprot
WP_011711115.1	AF-A0A542ASU4-F1-model_v6	0.653	127	44	0	1	127	1	127	8.822e-10	519	uniprot
WP_089663483.1	AF-A0A1U7DQ01-F1-model_v6	0.537	120	54	0	1	120	4	121	1.993e-11	519	uniprot
WP_036828130.1	AF-A0A4Q9RTK2-F1-model_v6	0.913	116	10	0	1	116	1	116	8.444e-12	519	uniprot
WP_089663897.1	AF-A0A2D8KQB6-F1-model_v6	0.595	131	53	0	1	131	1	131	7.241e-10	518	uniprot
WP_026755046.1	AF-A4CKQ1-F1-model_v6	0.234	250	180	0	6	241	14	263	3.107e-11	517	uniprot
WP_148304642.1	AF-T2KSC1-F1-model_v6	1.0	90	0	0	1	90	1	90	5.751e-12	517	uniprot
WP_101450512.1	AF-A0A023BUX4-F1-model_v6	0.683	117	36	0	1	114	1	117	1.242e-11	516	uniprot
WP_026753130.1	AF-A0A7Y2UZP6-F1-model_v6	0.686	115	36	0	1	115	1	115	1.984e-09	516	uniprot
WP_143273546.1	AF-A0A3A9W9Z2-F1-model_v6	0.711	111	31	0	1	111	1	109	7.219e-11	516	uniprot
WP_036824557.1	AF-A0A099XYL8-F1-model_v6	1.0	105	0	0	1	105	1	105	1.194e-10	516	uniprot
WP_144725151.1	AF-A0A552UZ66-F1-model_v6	0.183	215	154	0	22	211	176	390	7.95e-10	515	uniprot
WP_026753044.1	AF-A0A4D7JY67-F1-model_v6	0.364	162	102	0	9	170	24	185	1.07e-11	515	uniprot
WP_089660992.1	AF-A0A1H1N0S1-F1-model_v6	0.602	141	56	0	1	141	1	141	3.668e-10	515	uniprot
WP_101448962.1	AF-A0A9X1L7Z5-F1-model_v6	0.586	138	56	0	1	138	1	137	3.497e-12	515	uniprot
WP_038527990.1	AF-T2KIC3-F1-model_v6	1.0	86	0	0	1	86	1	86	1.673e-12	515	uniprot
WP_101446288.1	AF-A0A2N3T3B2-F1-model_v6	0.468	171	89	0	1	171	1	169	6.45e-11	514	uniprot
WP_091889967.1	AF-A0A1H1KTM0-F1-model_v6	1.0	106	0	0	1	106	1	106	1.155e-10	514	uniprot
WP_091894364.1	AF-A0A1H1Q7P7-F1-model_v6	1.0	90	0	0	1	90	1	90	1.758e-11	514	uniprot
WP_143273557.1	AF-A0A554VB24-F1-model_v6	0.577	142	59	0	1	142	1	141	1.529e-10	513	uniprot
WP_261376874.1	AF-A0A1G7LWK0-F1-model_v6	0.793	131	27	0	1	131	16	146	4.189e-12	513	uniprot
WP_119029023.1	AF-A0AAU6PA75-F1-model_v6	0.656	160	55	0	1	160	1	160	7.053e-12	512	uniprot
WP_089661330.1	AF-A0A1H1LCZ3-F1-model_v6	1.0	105	0	0	1	105	1	105	1.441e-11	512	uniprot
WP_091892577.1	AF-A0A7G3BPJ7-F1-model_v6	0.523	169	80	0	3	170	1	169	6.172e-10	511	uniprot
WP_038530647.1	AF-T2KML9-F1-model_v6	1.0	122	0	0	1	122	1	122	1.076e-10	511	uniprot
WP_101449950.1	AF-A0A2N0EQ78-F1-model_v6	0.623	117	44	0	10	126	14	130	1.362e-09	511	uniprot
WP_156032936.1	AF-A0A6N6KNH5-F1-model_v6	0.588	168	68	0	2	169	18	183	7.921e-12	510	uniprot
WP_101447831.1	AF-A0A023BTC5-F1-model_v6	0.488	129	65	0	1	129	1	127	2.3e-09	510	uniprot
WP_101448417.1	AF-A0A915YEA9-F1-model_v6	0.64	164	58	0	1	164	1	162	2.437e-09	509	uniprot
WP_091893033.1	AF-A0A090VE22-F1-model_v6	0.662	148	48	0	15	162	2	144	6.566e-12	509	uniprot
WP_101448015.1	AF-A0A504J9E7-F1-model_v6	0.626	118	44	0	1	118	1	118	5.407e-12	509	uniprot
WP_011709555.1	AF-A0M202-F1-model_v6	1.0	103	0	0	3	105	3	105	3.74e-12	509	uniprot
WP_144960853.1	AF-A0A559PLW6-F1-model_v6	1.0	85	0	0	1	85	1	85	8.58e-10	509	uniprot
WP_011710335.1	AF-A0M487-F1-model_v6	1.0	84	0	0	1	84	1	84	2.808e-12	508	uniprot
WP_144963188.1	AF-A0A495PWF6-F1-model_v6	0.698	146	43	0	19	164	19	162	2.784e-09	507	uniprot
WP_041250095.1	AF-A0A2T4WTK8-F1-model_v6	0.562	137	60	0	1	137	1	137	6.099e-09	507	uniprot
WP_038527556.1	AF-A8UE34-F1-model_v6	0.328	131	86	0	2	132	1	129	6.402e-12	507	uniprot
WP_036822409.1	AF-A0A4P7WTZ6-F1-model_v6	0.64	128	45	0	7	131	4	131	1.679e-08	507	uniprot
WP_026756096.1	AF-A0A4S8RFG0-F1-model_v6	0.432	111	62	0	4	114	41	151	4.692e-09	507	uniprot
WP_119027750.1	AF-A0A1M6A2T0-F1-model_v6	0.697	86	26	0	1	86	12	97	1.461e-12	506	uniprot
WP_144961486.1	AF-A0A934NJU1-F1-model_v6	0.861	72	10	0	1	72	1	72	6.117e-12	506	uniprot
WP_036822688.1	AF-A0A967AV64-F1-model_v6	0.685	127	40	0	1	127	1	127	1.022e-10	505	uniprot
WP_026932872.1	AF-A0A542ASU4-F1-model_v6	0.653	127	44	0	1	127	1	127	1.444e-09	505	uniprot
WP_101447365.1	AF-A0A2P8CHN7-F1-model_v6	0.528	104	47	0	1	100	1	104	4.647e-09	505	uniprot
WP_011709914.1	AF-A0A5C8L6C2-F1-model_v6	0.602	98	38	0	1	98	1	97	3.794e-10	505	uniprot
WP_091897149.1	AF-A0A1Y0MZG7-F1-model_v6	0.671	149	49	0	1	149	1	149	5.391e-10	504	uniprot
WP_036827466.1	AF-A0A2P6C6E6-F1-model_v6	0.653	150	50	0	4	153	6	151	2.797e-11	503	uniprot
WP_011710473.1	AF-A0A3R8NY30-F1-model_v6	0.608	138	54	0	3	140	2	139	2.894e-09	503	uniprot
WP_091894660.1	AF-A0A967AV64-F1-model_v6	0.645	127	45	0	1	127	1	127	4.333e-10	503	uniprot
WP_089661595.1	AF-A0A2T6ALA6-F1-model_v6	0.612	124	48	0	11	134	9	132	1.113e-11	503	uniprot
WP_144725346.1	AF-A0A7Y2UZP6-F1-model_v6	0.675	117	38	0	1	117	1	117	3.744e-09	503	uniprot
WP_101447280.1	AF-A0A2N3T503-F1-model_v6	1.0	110	0	0	1	110	1	110	2.431e-11	503	uniprot
WP_101445793.1	AF-A0A2N3T2K3-F1-model_v6	1.0	88	0	0	1	88	1	88	1.424e-10	503	uniprot
WP_156109083.1	AF-A0A9E8SH99-F1-model_v6	0.862	116	16	0	13	128	2	117	3.486e-11	502	uniprot
WP_101449444.1	AF-A0A3A9VQM4-F1-model_v6	0.531	141	66	0	1	141	1	141	2.561e-09	501	uniprot
WP_144961747.1	AF-A0A1B2YYM9-F1-model_v6	0.875	88	11	0	1	88	2	89	8.517e-11	501	uniprot
WP_026752949.1	AF-A0A5C6ZEM7-F1-model_v6	0.539	223	100	0	1	219	1	223	2.796e-12	500	uniprot
WP_089661809.1	AF-A0A9X1JVK3-F1-model_v6	0.246	194	146	0	1	194	1	194	6.325e-10	500	uniprot
WP_144961775.1	AF-A0A7M3MYP7-F1-model_v6	0.544	101	46	0	1	101	1	101	1.185e-12	500	uniprot
WP_036820536.1	AF-A0AA97EL30-F1-model_v6	0.672	162	53	0	1	162	1	162	9.336e-12	499	uniprot
WP_036828099.1	AF-A0AB35YZP7-F1-model_v6	0.656	160	55	0	1	160	1	160	4.48e-10	499	uniprot
WP_091892756.1	AF-A0A176TFH6-F1-model_v6	0.7	127	38	0	2	128	27	153	2.196e-11	499	uniprot
WP_144725760.1	AF-A0A6N6KQJ6-F1-model_v6	0.478	119	61	0	1	119	1	118	1.023e-08	499	uniprot
WP_038526028.1	AF-A0A9X1CB50-F1-model_v6	0.68	118	37	0	1	118	1	118	1.566e-10	499	uniprot
WP_101449345.1	AF-A0A2N3TB04-F1-model_v6	1.0	102	0	0	1	102	1	102	8.606e-11	499	uniprot
WP_036822662.1	AF-A0A7G8W9S3-F1-model_v6	0.653	104	36	0	15	118	14	117	1.186e-11	498	uniprot
WP_157717381.1	AF-A0A9X1LKF4-F1-model_v6	0.602	88	35	0	11	98	11	98	3.273e-10	498	uniprot
WP_144725984.1	AF-A0A831W8A5-F1-model_v6	0.463	151	80	0	33	183	103	252	7.326e-10	497	uniprot
WP_143273549.1	AF-A0A1H7KJ69-F1-model_v6	0.544	123	55	0	1	122	1	123	6.307e-10	496	uniprot
WP_144726759.1	AF-A0A7C5M509-F1-model_v6	0.507	125	61	0	1	125	1	124	1.629e-09	495	uniprot
WP_144724929.1	AF-A0A397LAS9-F1-model_v6	0.912	114	10	0	1	114	1	114	1.873e-13	494	uniprot
WP_156033119.1	AF-A0A917LL48-F1-model_v6	0.401	166	98	0	11	174	9	174	1.619e-08	493	uniprot
WP_026755884.1	AF-A0A9E0WP32-F1-model_v6	0.476	147	76	0	1	146	1	147	1.323e-08	493	uniprot
WP_101449842.1	AF-A0A941HHZ3-F1-model_v6	0.796	118	23	0	14	126	14	131	2.621e-11	493	uniprot
WP_101448957.1	AF-A0A3A9VCI5-F1-model_v6	0.844	108	17	0	1	108	1	108	7.739e-11	493	uniprot
WP_036827716.1	AF-A0A4Q5YCE1-F1-model_v6	0.562	169	74	0	1	169	1	169	2.446e-08	492	uniprot
WP_119030585.1	AF-A4CIA3-F1-model_v6	0.687	96	29	0	1	93	1	96	2.057e-11	492	uniprot
WP_011708743.1	AF-A0A5C6ZVA0-F1-model_v6	0.55	129	58	0	7	135	8	136	1.271e-09	490	uniprot
WP_144726618.1	AF-A0A3D9HJI8-F1-model_v6	0.629	127	47	0	1	127	1	127	1.135e-10	490	uniprot
WP_119028781.1	AF-A0A4Q4B6P8-F1-model_v6	0.779	109	24	0	1	109	1	109	4.11e-10	490	uniprot
WP_011710985.1	AF-A0A9X2KW47-F1-model_v6	0.715	137	39	0	13	149	12	148	1.51e-10	489	uniprot
WP_144725960.1	AF-A0A3B8RRY0-F1-model_v6	0.585	94	39	0	1	94	1	94	1.026e-10	489	uniprot
WP_026754147.1	AF-A0A842IR78-F1-model_v6	0.508	114	56	0	2	115	3	116	6.096e-10	488	uniprot
WP_101448953.1	AF-A0A023BZW4-F1-model_v6	0.81	116	22	0	1	116	15	130	1.008e-10	487	uniprot
WP_036828157.1	AF-A0A1W6MJ56-F1-model_v6	0.845	97	15	0	1	97	1	97	5.965e-10	486	uniprot
WP_144961475.1	AF-A0A559PMT4-F1-model_v6	1.0	88	0	0	1	88	1	88	6.599e-11	486	uniprot
WP_144961868.1	AF-A0A4S3M3K0-F1-model_v6	0.613	150	58	0	1	150	1	150	1.687e-09	485	uniprot
WP_011708406.1	AF-A0A2N0EQ78-F1-model_v6	0.526	131	61	0	1	131	2	130	5.142e-09	485	uniprot
WP_036822450.1	AF-A0A099Y3U2-F1-model_v6	1.0	101	0	0	1	101	1	101	4.308e-13	485	uniprot
WP_026754808.1	AF-A0A5C6ZK82-F1-model_v6	0.626	91	34	0	1	91	1	91	1.133e-11	485	uniprot
WP_144960602.1	AF-A0A559PLB9-F1-model_v6	1.0	86	0	0	1	86	1	86	2.126e-10	485	uniprot
WP_036827833.1	AF-A0A7K1LQS3-F1-model_v6	0.446	135	74	0	1	135	1	135	7.712e-10	484	uniprot
WP_148304579.1	AF-A0A9X0YLT1-F1-model_v6	0.76	121	29	0	5	125	15	135	9.062e-10	484	uniprot
WP_089661331.1	AF-A0A1H1LDE7-F1-model_v6	1.0	99	0	0	14	112	14	112	2.414e-11	483	uniprot
WP_011711294.1	AF-A0A9X1LKF4-F1-model_v6	0.595	99	40	0	1	99	1	99	1.056e-09	483	uniprot
WP_011710327.1	AF-A0A0F9C3I2-F1-model_v6	0.563	103	44	0	1	101	2	104	2.859e-11	481	uniprot
WP_089661332.1	AF-A0A1H1LDS6-F1-model_v6	1.0	101	0	0	1	101	1	101	4.359e-11	481	uniprot
WP_157691815.1	AF-A0A846QZW7-F1-model_v6	0.543	116	53	0	1	116	1	116	7.405e-11	480	uniprot
WP_119027629.1	AF-A0A2S7KNW6-F1-model_v6	0.528	106	50	0	1	106	1	106	2.958e-10	480	uniprot
WP_101444859.1	AF-A0A918JX53-F1-model_v6	0.75	84	21	0	1	84	1	84	9.154e-09	480	uniprot
WP_101450540.1	AF-A0A6G7RS58-F1-model_v6	0.532	171	75	0	1	161	1	171	2.869e-10	479	uniprot
WP_038526014.1	AF-A0A7X8N6M8-F1-model_v6	0.49	155	74	0	1	155	1	146	4.807e-10	478	uniprot
WP_148304613.1	AF-A0A9X1C8M6-F1-model_v6	0.696	112	34	0	1	112	1	112	1.017e-08	478	uniprot
WP_026755575.1	AF-A0A917LL48-F1-model_v6	0.408	174	102	0	1	174	1	174	2.978e-08	477	uniprot
WP_026753703.1	AF-A0A9X1L7Z5-F1-model_v6	0.471	138	72	0	1	138	1	137	2.689e-11	477	uniprot
WP_038527011.1	AF-A0A924HJ54-F1-model_v6	0.464	126	65	0	1	122	1	126	2.401e-11	477	uniprot
WP_143273696.1	AF-A0A023BRE4-F1-model_v6	0.923	114	9	0	2	115	76	189	1.664e-11	477	uniprot
WP_144726176.1	AF-A0A5C7GLC5-F1-model_v6	0.585	99	41	0	8	106	8	106	3.174e-11	477	uniprot
WP_026755637.1	AF-A0A221USA6-F1-model_v6	0.35	201	129	0	1	199	4	204	9.305e-09	476	uniprot
WP_091895477.1	AF-A0A2P6C6E6-F1-model_v6	0.536	149	67	0	4	152	6	150	1.673e-10	476	uniprot
WP_091891698.1	AF-A0A1H1LMV3-F1-model_v6	1.0	80	0	0	1	80	1	80	7.668e-11	475	uniprot
WP_026753039.1	AF-A0A4V6NEJ9-F1-model_v6	0.539	137	63	0	24	160	5	141	8.912e-09	474	uniprot
WP_091891137.1	AF-A0A6L9KD43-F1-model_v6	0.343	131	83	0	3	129	4	134	2.046e-09	474	uniprot
WP_144963637.1	AF-A0A559PT50-F1-model_v6	1.0	102	0	0	1	102	1	102	1.554e-10	474	uniprot
WP_038528938.1	AF-T2KJX9-F1-model_v6	1.0	89	0	0	52	140	2	90	5.477e-09	474	uniprot
WP_101445582.1	AF-A0A554VAS0-F1-model_v6	0.848	112	17	0	1	112	1	112	3.489e-10	473	uniprot
WP_101450066.1	AF-A0A2N3TDF1-F1-model_v6	1.0	93	0	0	1	93	1	93	1.005e-09	472	uniprot
WP_101449214.1	AF-A0A941HLL4-F1-model_v6	0.779	86	18	0	1	81	34	119	1.001e-09	472	uniprot
WP_144963627.1	AF-A0A7X8NA80-F1-model_v6	0.904	126	12	0	1	126	1	125	1.656e-11	471	uniprot
WP_144726170.1	AF-A0A5C8V7C0-F1-model_v6	0.55	120	54	0	1	120	1	120	2.242e-08	471	uniprot
WP_036825869.1	AF-A0A8J7LJD9-F1-model_v6	0.376	101	61	0	1	101	2	100	1.186e-08	471	uniprot
WP_101449561.1	AF-A0A2N3TBT7-F1-model_v6	1.0	92	0	0	1	92	1	92	8.891e-10	471	uniprot
WP_101445417.1	AF-A0A918W0G5-F1-model_v6	0.662	86	29	0	1	86	6	91	1.424e-12	471	uniprot
WP_144962832.1	AF-A0A2N0TR18-F1-model_v6	0.398	143	85	0	1	143	1	143	3.834e-11	470	uniprot
WP_038527653.1	AF-A0A238YH20-F1-model_v6	0.557	131	58	0	1	131	1	131	1.792e-08	470	uniprot
WP_036821811.1	AF-A0A4Q9RUJ9-F1-model_v6	0.58	112	47	0	1	112	1	112	2.445e-10	470	uniprot
WP_011708077.1	AF-A0A9X1V2Z2-F1-model_v6	0.788	109	23	0	1	109	1	109	5.53e-11	470	uniprot
WP_157717342.1	AF-A0A1I3U1B6-F1-model_v6	0.403	193	112	0	3	191	12	204	1.988e-08	469	uniprot
WP_091891722.1	AF-A0AB33KZ37-F1-model_v6	0.53	115	53	0	1	114	1	115	2.175e-08	469	uniprot
WP_038531846.1	AF-A0A9W6B5K5-F1-model_v6	0.558	111	48	0	1	110	1	111	4.695e-10	469	uniprot
WP_091894548.1	AF-A0A099XYL8-F1-model_v6	0.914	105	9	0	1	105	1	105	2.263e-09	469	uniprot
WP_156032984.1	AF-A0A1A7QR57-F1-model_v6	0.244	214	157	0	1	209	1	214	2.405e-10	468	uniprot
WP_101449910.1	AF-A0A9D9BSC7-F1-model_v6	0.713	115	32	0	1	115	1	114	9.591e-10	468	uniprot
WP_026933515.1	AF-A0A1H1P099-F1-model_v6	1.0	87	0	0	1	87	1	87	4.61e-11	468	uniprot
WP_036819529.1	AF-A0A099Y395-F1-model_v6	1.0	87	0	0	1	87	1	87	5.656e-10	468	uniprot
WP_143273632.1	AF-A0A2N3T8K1-F1-model_v6	1.0	85	0	0	2	86	1	85	5.946e-11	468	uniprot
WP_101445160.1	AF-A0A7Y3B9J6-F1-model_v6	0.623	146	55	0	1	146	1	146	2.709e-09	467	uniprot
WP_143273681.1	AF-A0A5B1B2X9-F1-model_v6	0.762	97	23	0	13	109	2	98	8.356e-11	467	uniprot
WP_026756017.1	AF-A0AAI8BSF8-F1-model_v6	0.575	113	47	0	4	115	3	115	3.409e-08	466	uniprot
WP_026934684.1	AF-A0A7K1LPE9-F1-model_v6	0.78	100	22	0	1	99	1	100	3.459e-08	466	uniprot
WP_089661275.1	AF-A0A1H1L9K8-F1-model_v6	1.0	98	0	0	1	98	1	98	1.435e-10	466	uniprot
WP_101444823.1	AF-A0A163D4C5-F1-model_v6	0.758	112	27	0	1	112	35	146	1.402e-10	465	uniprot
WP_144726802.1	AF-A0A7Y2BC80-F1-model_v6	0.598	112	45	0	3	114	152	263	4.81e-08	465	uniprot
WP_036820794.1	AF-A0A7L8AH04-F1-model_v6	0.589	112	45	0	5	114	5	116	1.048e-10	465	uniprot
WP_101448533.1	AF-A0A2N3T8H4-F1-model_v6	1.0	109	0	0	5	113	1	109	3.413e-10	465	uniprot
WP_011708881.1	AF-A0A7K1LPE9-F1-model_v6	0.78	100	22	0	1	99	1	100	2.2e-08	465	uniprot
WP_144960149.1	AF-A0A559PKL5-F1-model_v6	1.0	92	0	0	1	92	15	106	3.633e-10	465	uniprot
WP_026755181.1	AF-A0A9E6D3T7-F1-model_v6	0.31	211	145	0	1	211	1	211	3.389e-09	463	uniprot
WP_101446245.1	AF-A0A163BEA4-F1-model_v6	0.66	112	38	0	1	112	1	112	1.671e-10	462	uniprot
WP_233195839.1	AF-A0A1K2IKY8-F1-model_v6	0.567	111	47	0	1	110	15	125	6.482e-10	462	uniprot
WP_144963584.1	AF-A0A559PSZ2-F1-model_v6	1.0	96	0	0	1	96	1	96	1.053e-09	462	uniprot
WP_101450648.1	AF-A0A023BU22-F1-model_v6	0.958	72	3	0	1	72	1	72	1.196e-10	462	uniprot
WP_199176896.1	AF-A0A974U423-F1-model_v6	0.702	121	36	0	3	123	42	162	9.773e-09	461	uniprot
WP_144727234.1	AF-A0A0N7HYB1-F1-model_v6	0.576	118	48	0	12	129	4	117	1.146e-08	461	uniprot
WP_144963590.1	AF-A0A1K2ISU7-F1-model_v6	0.797	99	20	0	1	99	1	99	1.305e-09	461	uniprot
WP_101449130.1	AF-A0A1M6BC28-F1-model_v6	0.829	82	14	0	1	82	1	82	4.569e-09	461	uniprot
WP_144725877.1	AF-A0A9E6D0B5-F1-model_v6	0.504	119	59	0	2	120	4	122	3.047e-08	460	uniprot
WP_036825897.1	AF-A0A099Y0B5-F1-model_v6	1.0	83	0	0	1	83	1	83	1.02e-10	460	uniprot
WP_144725882.1	AF-A8UI30-F1-model_v6	0.66	112	38	0	7	118	16	127	5.381e-09	459	uniprot
WP_101448119.1	AF-V6S6C5-F1-model_v6	0.59	105	42	0	1	103	1	105	3.804e-10	459	uniprot
WP_036827511.1	AF-A0A7L8ADT4-F1-model_v6	0.464	175	93	0	13	187	10	183	2.899e-10	458	uniprot
WP_038526110.1	AF-T2KHD4-F1-model_v6	1.0	106	0	0	1	106	1	106	1.161e-10	458	uniprot
WP_101446175.1	AF-A0A023BRE1-F1-model_v6	0.769	90	21	0	1	90	1	90	2.508e-10	458	uniprot
WP_144725481.1	AF-A0A397LP16-F1-model_v6	0.945	73	4	0	1	73	1	73	1.015e-09	458	uniprot
WP_143273644.1	AF-A0A2N3T8R1-F1-model_v6	1.0	93	0	0	1	93	19	111	1.305e-10	457	uniprot
WP_038529245.1	AF-A0A1V1ZEF3-F1-model_v6	0.331	163	106	0	1	159	1	163	2.566e-10	455	uniprot
WP_197678365.1	AF-A0AAJ1QZL7-F1-model_v6	0.482	157	80	0	1	157	1	156	2.013e-09	455	uniprot
WP_156032982.1	AF-A0A5C7B4B5-F1-model_v6	0.294	155	107	0	2	154	47	201	6.43e-10	455	uniprot
WP_038526017.1	AF-T2KH83-F1-model_v6	0.506	153	75	0	1	153	1	152	3.762e-09	455	uniprot
WP_011711280.1	AF-A0A179DBG3-F1-model_v6	0.596	114	46	0	1	114	1	114	4.187e-08	455	uniprot
WP_144726780.1	AF-A0A7Y3B7T8-F1-model_v6	0.676	102	33	0	38	139	2	103	9.629e-10	455	uniprot
WP_026752801.1	AF-A0A5C6ZII0-F1-model_v6	0.898	89	9	0	1	89	1	89	5.693e-11	455	uniprot
WP_101447816.1	AF-A0A023BT42-F1-model_v6	0.894	114	12	0	1	114	1	114	1.097e-09	454	uniprot
WP_052108464.1	AF-A0A7J5AAT9-F1-model_v6	0.539	113	52	0	1	113	1	113	5.049e-08	454	uniprot
WP_144726913.1	AF-A4AST1-F1-model_v6	0.568	101	43	0	1	101	1	101	4.71e-08	454	uniprot
WP_101449365.1	AF-A0A2N3TB43-F1-model_v6	1.0	85	0	0	1	85	1	85	1.118e-10	454	uniprot
WP_091896721.1	AF-A0A2D5TPM4-F1-model_v6	0.568	146	62	0	3	146	5	150	1.917e-07	453	uniprot
WP_144960542.1	AF-A0A1H1MVA0-F1-model_v6	0.515	130	63	0	1	130	1	130	1.825e-08	453	uniprot
WP_091893357.1	AF-A0A7L8AH04-F1-model_v6	0.543	116	52	0	1	114	1	116	4.105e-10	453	uniprot
WP_101448281.1	AF-A0A554VQP4-F1-model_v6	0.733	109	29	0	1	109	1	108	4.536e-09	453	uniprot
WP_157717365.1	AF-A0A1H1LCZ3-F1-model_v6	0.704	105	31	0	1	105	1	105	6.451e-10	453	uniprot
WP_036821418.1	AF-A0A2P6CFE1-F1-model_v6	0.552	159	70	0	2	159	17	175	3.07e-08	452	uniprot
